file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\Bad_Smells_Java_program\Movie-Ticket-master\src\update_Page.java,update_Page$Anonymous5,anonymous,1,1,0,1,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,0
C:\Bad_Smells_Java_program\Movie-Ticket-master\src\update_Page.java,update_Page$Anonymous2,anonymous,1,1,0,1,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,0
C:\Bad_Smells_Java_program\Movie-Ticket-master\src\update_Page.java,update_Page$Anonymous3,anonymous,1,1,0,1,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,0
C:\Bad_Smells_Java_program\Movie-Ticket-master\src\update_Page.java,update_Page$Anonymous1,anonymous,1,1,0,1,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,0
C:\Bad_Smells_Java_program\Movie-Ticket-master\src\Login_Page.java,Login_Page$Anonymous2,anonymous,1,1,0,1,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,0
C:\Bad_Smells_Java_program\Movie-Ticket-master\src\Login_Page.java,Login_Page$Anonymous1,anonymous,1,1,0,1,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,0
C:\Bad_Smells_Java_program\Movie-Ticket-master\src\Booking_Page2.java,Booking_Page2$Anonymous1,anonymous,1,1,0,1,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,0
C:\Bad_Smells_Java_program\Movie-Ticket-master\src\Booking_Page2.java,Booking_Page2$Anonymous4,anonymous,1,1,0,1,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,0
C:\Bad_Smells_Java_program\Movie-Ticket-master\src\Booking_Page2.java,Booking_Page2$Anonymous5,anonymous,1,1,0,1,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,0
C:\Bad_Smells_Java_program\Movie-Ticket-master\src\Booking_Page2.java,Booking_Page2$Options,innerclass,0,0,0,0,8,1,0,15,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,50,1,3,1,1,0,11,2,16,3,13,2,0,0,0,41,0,0
C:\Bad_Smells_Java_program\Movie-Ticket-master\src\Booking_Page2.java,Booking_Page2$Anonymous2,anonymous,1,1,0,1,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,0
C:\Bad_Smells_Java_program\Movie-Ticket-master\src\Booking_Page2.java,Booking_Page2$Anonymous3,anonymous,1,1,0,1,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,0
C:\Bad_Smells_Java_program\Movie-Ticket-master\src\add_movies.java,add_movies,class,2,11,9,2,25,6,0,66,36,0.8888891,0.0,0.0,9,1,2,7,0,0,2,0,0,0,18,0,0,18,0,0,0,0,23,242,0,5,1,5,0,91,71,52,6,51,3,7,0,0,128,1,0
C:\Bad_Smells_Java_program\Movie-Ticket-master\src\admin_Page.java,admin_Page,class,4,14,10,4,16,6,0,51,28,0.875,0.0,0.0,8,1,2,6,0,0,2,0,0,0,7,0,0,7,0,0,0,0,13,139,0,2,0,2,0,20,57,17,1,17,3,6,0,0,99,1,0
C:\Bad_Smells_Java_program\Movie-Ticket-master\src\movies_page.java,movies_page$Options,innerclass,0,0,0,0,6,1,0,4,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,21,1,1,2,0,0,3,3,6,0,4,2,0,0,0,12,0,0
C:\Bad_Smells_Java_program\Movie-Ticket-master\src\Start_Page.java,Start_Page,class,2,4,2,2,10,6,0,45,6,0.75,0.0,0.0,4,1,2,2,0,0,2,0,0,0,7,0,0,7,0,0,0,0,7,86,0,1,0,1,0,16,50,9,0,9,3,1,0,1,74,1,0
C:\Bad_Smells_Java_program\Movie-Ticket-master\src\Login_Page.java,Login_Page,class,4,11,7,4,20,6,0,60,10,0.80000013,0.0,0.0,5,1,2,3,0,0,2,0,0,0,11,0,0,10,0,1,0,0,13,149,0,2,1,2,1,30,70,27,1,26,4,2,0,1,117,1,0
C:\Bad_Smells_Java_program\Movie-Ticket-master\src\Start_Page.java,Start_Page$Anonymous1,anonymous,1,1,0,1,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,0
